id,outline,director,genre,certificate,representation,year,pkg_name,rating,runtime,date,actor,stars,name
196,Text recognition,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.translate.gif?raw=true,com.google.android.apps.translate,5,50,1974-04-30T10:29:29+05:225,Al Pacino,Marlon Brando,Google Translate
197,Text recognition,Tools,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.translate.gif?raw=true,com.google.android.apps.translate,5,50,1974-04-30T10:29:29+05:226,Al Pacino,Marlon Brando,Google Translate
198,Text recognition,Tools,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.translate.gif?raw=true,com.google.android.apps.translate,5,50,1974-04-30T10:29:29+05:227,Al Pacino,Marlon Brando,Google Translate
199,Image classification,Tools,Dynamic,Auditory feedback (Dynamic),Aural,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:228,Al Pacino,Marlon Brando,Google Quick Search
200,Image classification,Tools,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:229,Al Pacino,Marlon Brando,Google Quick Search
201,Image classification,Tools,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:230,Al Pacino,Marlon Brando,Google Quick Search
202,Image classification,Tools,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:231,Al Pacino,Marlon Brando,Google Quick Search
203,Image classification,Tools,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:232,Al Pacino,Marlon Brando,Google Quick Search
204,Image classification,Tools,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:233,Al Pacino,Marlon Brando,Google Quick Search
205,Image classification,Tools,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:234,Al Pacino,Marlon Brando,Google Quick Search
206,Image classification,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:235,Al Pacino,Marlon Brando,Google Quick Search
207,Image classification,Tools,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:236,Al Pacino,Marlon Brando,Google Quick Search
208,Speech recongnition,Tools,Dynamic,Text suggestion,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:237,Al Pacino,Marlon Brando,Google Quick Search
209,Speech recongnition,Tools,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:238,Al Pacino,Marlon Brando,Google Quick Search
210,Speech recongnition,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:239,Al Pacino,Marlon Brando,Google Quick Search
211,Speech recongnition,Tools,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true,com.google.android.googlequicksearchbox,5,50,1974-04-30T10:29:29+05:240,Al Pacino,Marlon Brando,Google Quick Search
212,Audio classification,Communication,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.audio.hearing.visualization.accessibility.scribe.gif?raw=true,com.google.audio.hearing.visualization.accessibility.scribe,5,50,1974-04-30T10:29:29+05:241,Al Pacino,Marlon Brando, Live Transcribe & Notification 
213,Audio classification,Communication,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.audio.hearing.visualization.accessibility.scribe.gif?raw=true,com.google.audio.hearing.visualization.accessibility.scribe,5,50,1974-04-30T10:29:29+05:242,Al Pacino,Marlon Brando, Live Transcribe & Notification 
214,Audio classification,Communication,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.audio.hearing.visualization.accessibility.scribe.gif?raw=true,com.google.audio.hearing.visualization.accessibility.scribe,5,50,1974-04-30T10:29:29+05:243,Al Pacino,Marlon Brando, Live Transcribe & Notification 
215,Audio classification,Communication,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.audio.hearing.visualization.accessibility.scribe.gif?raw=true,com.google.audio.hearing.visualization.accessibility.scribe,5,50,1974-04-30T10:29:29+05:244,Al Pacino,Marlon Brando, Live Transcribe & Notification 
216,Audio classification,Communication,Dynamic,Auditory feedback (Dynamic),Aural,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.audio.hearing.visualization.accessibility.scribe.gif?raw=true,com.google.audio.hearing.visualization.accessibility.scribe,5,50,1974-04-30T10:29:29+05:245,Al Pacino,Marlon Brando, Live Transcribe & Notification 
217,Text prediction,Productivity,Dynamic,Text suggestion,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.grammarly.android.keyboard.gif?raw=true,com.grammarly.android.keyboard,5,50,1974-04-30T10:29:29+05:246,Al Pacino,Marlon Brando,Grammarly - Grammar Keyboard
218,Image classification,Libraries and Demo,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.homesecurity.firstone.gif?raw=true,com.homesecurity.firstone,5,50,1974-04-30T10:29:29+05:247,Al Pacino,Marlon Brando,Image Recognition Tensorflow Object Detection A.I. 
219,Image classification,Libraries and Demo,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.homesecurity.firstone.gif?raw=true,com.homesecurity.firstone,5,50,1974-04-30T10:29:29+05:248,Al Pacino,Marlon Brando,Image Recognition Tensorflow Object Detection A.I. 
220,Barcode scanning,Entertainment,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.huya.nimo.gif?raw=true,com.huya.nimo,5,50,1974-04-30T10:29:29+05:249,Al Pacino,Marlon Brando,Nimo TV - Live Game Streaming
221,Barcode scanning,Entertainment,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.huya.nimo.gif?raw=true,com.huya.nimo,5,50,1974-04-30T10:29:29+05:250,Al Pacino,Marlon Brando,Nimo TV - Live Game Streaming
222,Barcode scanning,Entertainment,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.huya.nimo.gif?raw=true,com.huya.nimo,5,50,1974-04-30T10:29:29+05:251,Al Pacino,Marlon Brando,Nimo TV - Live Game Streaming
223,Barcode scanning,Entertainment,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.huya.nimo.gif?raw=true,com.huya.nimo,5,50,1974-04-30T10:29:29+05:252,Al Pacino,Marlon Brando,Nimo TV - Live Game Streaming
224,Face detection,Photography,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.iart.camera.photo.gif?raw=true,com.iart.camera.photo,5,50,1974-04-30T10:29:29+05:253,Al Pacino,Marlon Brando,"iArt Camera  -  Magic Effect, Face Aging Booth"
225,Face detection,Photography,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.iart.camera.photo.gif?raw=true,com.iart.camera.photo,5,50,1974-04-30T10:29:29+05:254,Al Pacino,Marlon Brando,"iArt Camera  -  Magic Effect, Face Aging Booth"
226,Image classification,Productivity,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.icomedias.hybridforms.gif?raw=true,com.icomedias.hybridforms,5,50,1974-04-30T10:29:29+05:255,Al Pacino,Marlon Brando,HybridForms
227,Image classification,Productivity,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.icomedias.hybridforms.gif?raw=true,com.icomedias.hybridforms,5,50,1974-04-30T10:29:29+05:256,Al Pacino,Marlon Brando,HybridForms
228,Text recognition,Productivity,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.icomedias.hybridforms.gif?raw=true,com.icomedias.hybridforms,5,50,1974-04-30T10:29:29+05:257,Al Pacino,Marlon Brando,HybridForms
229,Text recognition,Productivity,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.icomedias.hybridforms.gif?raw=true,com.icomedias.hybridforms,5,50,1974-04-30T10:29:29+05:258,Al Pacino,Marlon Brando,HybridForms
230,Face detection,Entertainment,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.kwai.video_sty_dy.gif?raw=true,com.kwai.video,5,50,1974-04-30T10:29:29+05:259,Al Pacino,Marlon Brando,Kwai - Watch cool&funny videos
231,Face detection,Entertainment,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.kwai.video_sty_dy.gif?raw=true,com.kwai.video,5,50,1974-04-30T10:29:29+05:260,Al Pacino,Marlon Brando,Kwai - Watch cool&funny videos
232,Selfie segmentation,Entertainment,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.kwai.video_sty_dy.gif?raw=true,com.kwai.video,5,50,1974-04-30T10:29:29+05:261,Al Pacino,Marlon Brando,Kwai - Watch cool&funny videos
233,Selfie segmentation,Entertainment,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.kwai.video_sty_dy.gif?raw=true,com.kwai.video,5,50,1974-04-30T10:29:29+05:262,Al Pacino,Marlon Brando,Kwai - Watch cool&funny videos
234,Face detection,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.magicvcam.super.selfiecam.camera.gif?raw=true,com.magicvcam.super.selfiecam.camera,5,50,1974-04-30T10:29:29+05:263,Al Pacino,Marlon Brando,Super Selfie Camera
235,Face detection,Photography,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true,com.meitu.beautyplusme,5,50,1974-04-30T10:29:29+05:264,Al Pacino,Marlon Brando,BeautyPlus Me - Easy Photo Editor & Selfie Camera
236,Face detection,Photography,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true,com.meitu.beautyplusme,5,50,1974-04-30T10:29:29+05:265,Al Pacino,Marlon Brando,BeautyPlus Me - Easy Photo Editor & Selfie Camera
237,Face detection,Photography,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true,com.meitu.beautyplusme,5,50,1974-04-30T10:29:29+05:266,Al Pacino,Marlon Brando,BeautyPlus Me - Easy Photo Editor & Selfie Camera
238,Face detection,Photography,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true,com.meitu.beautyplusme,5,50,1974-04-30T10:29:29+05:267,Al Pacino,Marlon Brando,BeautyPlus Me - Easy Photo Editor & Selfie Camera
239,Face detection,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true,com.meitu.beautyplusme,5,50,1974-04-30T10:29:29+05:268,Al Pacino,Marlon Brando,BeautyPlus Me - Easy Photo Editor & Selfie Camera
240,Face detection,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true,com.meitu.beautyplusme,5,50,1974-04-30T10:29:29+05:269,Al Pacino,Marlon Brando,BeautyPlus Me - Easy Photo Editor & Selfie Camera
241,Face detection,Lifestyle,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.modiface.loreal.stylemyhair.gif?raw=true,com.modiface.loreal.stylemyhair,5,50,1974-04-30T10:29:29+05:270,Al Pacino,Marlon Brando,Style My Hair: Discover Your Next Look
242,Face detection,Lifestyle,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.modiface.loreal.stylemyhair.gif?raw=true,com.modiface.loreal.stylemyhair,5,50,1974-04-30T10:29:29+05:271,Al Pacino,Marlon Brando,Style My Hair: Discover Your Next Look
243,Face detection,Lifestyle,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.modiface.loreal.stylemyhair.gif?raw=true,com.modiface.loreal.stylemyhair,5,50,1974-04-30T10:29:29+05:272,Al Pacino,Marlon Brando,Style My Hair: Discover Your Next Look
244,Face detection,Lifestyle,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.modiface.loreal.stylemyhair.gif?raw=true,com.modiface.loreal.stylemyhair,5,50,1974-04-30T10:29:29+05:273,Al Pacino,Marlon Brando,Style My Hair: Discover Your Next Look
245,Image classification,Shopping,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby_OD.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:274,Al Pacino,Marlon Brando,Redbaby
246,Image classification,Shopping,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby_OD.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:275,Al Pacino,Marlon Brando,Redbaby
247,Image classification,Shopping,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby_OD.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:276,Al Pacino,Marlon Brando,Redbaby
248,Image classification,Shopping,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby_OD.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:277,Al Pacino,Marlon Brando,Redbaby
249,Barcode scanning,Shopping,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:278,Al Pacino,Marlon Brando,Redbaby
250,Barcode scanning,Shopping,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:279,Al Pacino,Marlon Brando,Redbaby
251,Barcode scanning,Shopping,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:280,Al Pacino,Marlon Brando,Redbaby
252,Barcode scanning,Shopping,Static,Flashlight,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:281,Al Pacino,Marlon Brando,Redbaby
253,Barcode scanning,Shopping,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:282,Al Pacino,Marlon Brando,Redbaby
254,Image classification,Shopping,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby_OD.gif?raw=true,com.redbaby,5,50,1974-04-30T10:29:29+05:283,Al Pacino,Marlon Brando,Redbaby
255,Image classification,Entertainment,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.seefoodtechnologies.nothotdog.gif?raw=true,com.seefoodtechnologies.nothotdog,5,50,1974-04-30T10:29:29+05:284,Al Pacino,Marlon Brando,Not Hotdog
256,Image classification,Entertainment,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.seefoodtechnologies.nothotdog.gif?raw=true,com.seefoodtechnologies.nothotdog,5,50,1974-04-30T10:29:29+05:285,Al Pacino,Marlon Brando,Not Hotdog
257,Face detection,Medical,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:344,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
258,Face detection,Medical,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:344,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
259,Face detection,Medical,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:344,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
260,Face detection,Medical,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:344,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
261,Face detection,Medical,Static,Auditory feedback,Audio,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:344,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
262,Face detection,Medical,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:345,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
263,Face detection,Medical,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:346,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
264,Image classification,Medical,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:347,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
265,Image classification,Medical,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:348,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
266,Image classification,Medical,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:349,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
267,Image classification,Medical,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:350,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
268,Image classification,Medical,Static,Auditory feedback,Audio,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:351,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
269,Image classification,Medical,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:352,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
270,Image classification,Medical,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/Glasson.gif?raw=true,com.sixoversix.copyglass,5,50,1974-04-30T10:29:29+05:353,Al Pacino,Marlon Brando,GlassesOn | Pupils & Lenses
271,Barcode scanning,Finance,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile_QR.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:286,Al Pacino,Marlon Brando,Bank of Urumqi 
272,Barcode scanning,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile_QR.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:287,Al Pacino,Marlon Brando,Bank of Urumqi 
273,Entity extraction,Finance,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:288,Al Pacino,Marlon Brando,Bank of Urumqi 
274,Entity extraction,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:289,Al Pacino,Marlon Brando,Bank of Urumqi 
275,Entity extraction,Finance,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:290,Al Pacino,Marlon Brando,Bank of Urumqi 
276,Entity extraction,Finance,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:291,Al Pacino,Marlon Brando,Bank of Urumqi 
277,Entity extraction,Finance,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:292,Al Pacino,Marlon Brando,Bank of Urumqi 
278,Face detection,Finance,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:293,Al Pacino,Marlon Brando,Bank of Urumqi 
279,Face detection,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:294,Al Pacino,Marlon Brando,Bank of Urumqi 
280,Face detection,Finance,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:295,Al Pacino,Marlon Brando,Bank of Urumqi 
281,Face detection,Finance,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:296,Al Pacino,Marlon Brando,Bank of Urumqi 
282,Face detection,Finance,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true,com.uccb.mobile,5,50,1974-04-30T10:29:29+05:297,Al Pacino,Marlon Brando,Bank of Urumqi 
283,Audio classification,Lifestyle,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.urbandroid.sleep.gif?raw=true,com.urbandroid.sleep,5,50,1974-04-30T10:29:29+05:298,Al Pacino,Marlon Brando,Sleep as Android: Sleep cycle alarm
284,Audio classification,Lifestyle,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.urbandroid.sleep.gif?raw=true,com.urbandroid.sleep,5,50,1974-04-30T10:29:29+05:299,Al Pacino,Marlon Brando,Sleep as Android: Sleep cycle alarm
285,Audio classification,Lifestyle,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.urbandroid.sleep.gif?raw=true,com.urbandroid.sleep,5,50,1974-04-30T10:29:29+05:300,Al Pacino,Marlon Brando,Sleep as Android: Sleep cycle alarm
286,Audio classification,Lifestyle,Dynamic,Auditory feedback (Dynamic),Aural,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.urbandroid.sleep.gif?raw=true,com.urbandroid.sleep,5,50,1974-04-30T10:29:29+05:301,Al Pacino,Marlon Brando,Sleep as Android: Sleep cycle alarm
287,Face detection,Business,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:302,Al Pacino,Marlon Brando,Freja eID - My ID in an app
288,Face detection,Business,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:303,Al Pacino,Marlon Brando,Freja eID - My ID in an app
289,Face detection,Business,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:304,Al Pacino,Marlon Brando,Freja eID - My ID in an app
290,Face detection,Business,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:305,Al Pacino,Marlon Brando,Freja eID - My ID in an app
291,Face detection,Business,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:306,Al Pacino,Marlon Brando,Freja eID - My ID in an app
292,Face detection,Business,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:307,Al Pacino,Marlon Brando,Freja eID - My ID in an app
293,Face detection,Business,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:308,Al Pacino,Marlon Brando,Freja eID - My ID in an app
294,Face detection,Productivity,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true,com.verisec.mobile.frejaeid,5,50,1974-04-30T10:29:29+05:309,Al Pacino,Marlon Brando,Freja eID - My ID in an app
